,Thread Title,Username,post date,linked post,thread post,thread_post_processed
188,SMU Information Systems Interview,ehsevol,"Apr 7, 2010","frozentrace said:
I know a friend who had a Poly GPA of 3.0 in SMU SIS. The interview is the deciding factor. All the best!","Think it depends on the competition that year... someone in Year 2 now got in with 3.0, but my friend last year didn't get called up for interview with 3.2.",think it depends on the competition that year someone in year 2 now got in with 30 but my friend last year didn't get called up for interview with 32
189,SMU Information Systems Interview,duffy,"Apr 7, 2010", ,"hello rasdn24, just go ahead and try?",hello rasdn24 just go ahead and try
190,SMU Information Systems Interview,prelude89,"Apr 7, 2010","lgp.rebecca said:
yupp relevant ): whats your gpa?","My gpa is 3.4 but didnt get thru the interview =(
Like what most of them said, I believed the interview is the deciding factor!!. How about u? wat's ur gpa?","my gpa is 34 but didnt get thru the interview =(
like what most of them said i believed the interview is the deciding factor how about u wat's ur gpa"
191,SMU Information Systems Interview,prelude89,"Apr 7, 2010","ehsevol said:
Think it depends on the competition that year... someone in Year 2 now got in with 3.0, but my friend last year didn't get called up for interview with 3.2.","HUH! even 3.2 nv get called up for interview, tot the COP for last yr is like 3.16 3.2. so competitive!. wow 3.0 got in, so good! I read forums oso. last year got ppl 3.2+ oso got interview and got in. I tink after being shortlisted for the interview, gpa doesnt really affect much afterall.",huh even 32 nv get called up for interview tot the cop for last yr is like 316 32 so competitive wow 30 got in so good i read forums oso last year got ppl 32+ oso got interview and got in i tink after being shortlisted for the interview gpa doesnt really affect much afterall
192,SMU Information Systems Interview,prelude89,"Apr 7, 2010","Golden_Fox said:
Just came back from the interview. It was totally the same as last year's except that they want us to go on a ""mini tour"" before going to the ES lab (aka preparation room).. Some things to prepare before going. Give examples where you displayed creativity, problem solving, responsibility, leadership, good team player, etc. And think of 3 questions to ask them.
Click to expand...","Hmm how about the interviewers, encounter the same one or both oso different?
Did they ask/know you have been interviewed last yr?. OH! so the interviewees in ur grp are mostly poly or jc students?","hmm how about the interviewers encounter the same one or both oso different
did they ask/know you have been interviewed last yr oh so the interviewees in ur grp are mostly poly or jc students"
193,SMU Information Systems Interview,lgp.rebecca,"Apr 7, 2010","prelude89 said:
My gpa is 3.4 but didnt get thru the interview =(
Like what most of them said, I believed the interview is the deciding factor!!. How about u? wat's ur gpa?",My gpa 3.32 . ya the interview is the deciding factor. but no calls for interview yet so torturing .,my gpa 332  ya the interview is the deciding factor but no calls for interview yet so torturing 
194,SMU Information Systems Interview,OKK77,"Apr 7, 2010","sgsnorgtees said:
the min u shld wear is long sleeve shirt, pants and leather shoes.","As long as you aren't casual, it will be OK. I went for my interview in a short sleeved shirt (untucked some more!) and a pair of slacks.",as long as you aren't casual it will be ok i went for my interview in a short sleeved shirt (untucked some more) and a pair of slacks
195,SMU Information Systems Interview,littlelollipopz,"Apr 7, 2010","prelude89 said:
My gpa is 3.4 but didnt get thru the interview =(
Like what most of them said, I believed the interview is the deciding factor!!. How about u? wat's ur gpa?",so u applied for smu this yr again?,so u applied for smu this yr again
196,SMU Information Systems Interview,littlelollipopz,"Apr 7, 2010","MarceX said:
I'm gonna wear long sleeve shirt and jeans to the interview..
i dont really think formal is necessary
anyone doing the same?",Good luck for ur interview! Pls dont forget to share your experience when ur back tmr.. =),good luck for ur interview pls dont forget to share your experience when ur back tmr =)
197,SMU Information Systems Interview,ehsevol,"Apr 7, 2010","prelude89 said:
HUH! even 3.2 nv get called up for interview, tot the COP for last yr is like 3.16 3.2. so competitive!. wow 3.0 got in, so good! I read forums oso. last year got ppl 3.2+ oso got interview and got in. I tink after being shortlisted for the interview, gpa doesnt really affect much afterall.","Yup, he got exactly 3.2.. didn't get called up, though he applied close to the closing date. Also depends on how early you apply, the earlier you apply the higher your chances are because they process your application first and hence consider you earlier.. There was a very long ISM thread during last year admissions, lots of interview tips inside, those who are interested can go look for it.",yup he got exactly 32 didn't get called up though he applied close to the closing date also depends on how early you apply the earlier you apply the higher your chances are because they process your application first and hence consider you earlier there was a very long ism thread during last year admissions lots of interview tips inside those who are interested can go look for it
198,SMU Information Systems Interview,prelude89,"Apr 7, 2010","littlelollipopz said:
so u applied for smu this yr again?","Yep, applied this yr. trying again. how about u?",yep applied this yr trying again how about u
199,SMU Information Systems Interview,littlelollipopz,"Apr 7, 2010","prelude89 said:
Yep, applied this yr. trying again. how about u?",I first time applying. Very nervous! when's ur interview date? Wish you all the best!,i first time applying very nervous when's ur interview date wish you all the best
200,SMU Information Systems Interview,toh_3312,"Apr 7, 2010", ,i thought they look more on your result than your interviewing skill ?,i thought they look more on your result than your interviewing skill 
201,SMU Information Systems Interview,LadyEmerald,"Apr 7, 2010","Golden_Fox said:
Just came back from the interview. It was totally the same as last year's except that they want us to go on a ""mini tour"" before going to the ES lab (aka preparation room).. Some things to prepare before going. Give examples where you displayed creativity, problem solving, responsibility, leadership, good team player, etc. And think of 3 questions to ask them.
Click to expand...",Ur Interview is yesterday what time? Mine too. But its the 2.35pm slot. =D,ur interview is yesterday what time mine too but its the 235pm slot =d
202,SMU Information Systems Interview,prelude89,"Apr 7, 2010","littlelollipopz said:
I first time applying. Very nervous! when's ur interview date? Wish you all the best!","thks, u too! oooh havnt been called up yet =/ ooh, do let me noe when u received any notifications for the interview, thks",thks u too oooh havnt been called up yet =/ ooh do let me noe when u received any notifications for the interview thks
203,SMU Information Systems Interview,SINple,"Apr 8, 2010", ,can some1 share some of this year's estimation qn?,can some1 share some of this year's estimation qn
204,SMU Information Systems Interview,kitts1000,"Apr 8, 2010", ,more reply!!!!!!!!!,more reply
205,SMU Information Systems Interview,angelritez,"Apr 9, 2010", ,"Are most students in this course poly or jc? or do you think students in jc without any prior IT background will suffer in this course? though i am quite interested in what this course offers, i am worried that i may struggle too much in programming. Anyway i am scheduled at 13th april, 12.05 pm.",are most students in this course poly or jc or do you think students in jc without any prior it background will suffer in this course though i am quite interested in what this course offers i am worried that i may struggle too much in programming anyway i am scheduled at 13th april 1205 pm
206,SMU Information Systems Interview,yamashita,"Apr 9, 2010","angelritez said:
Are most students in this course poly or jc? or do you think students in jc without any prior IT background will suffer in this course? though i am quite interested in what this course offers, i am worried that i may struggle too much in programming. Anyway i am scheduled at 13th april, 12.05 pm.","truggle, maybe a little, but as long as your interest is there, you will make it through.. The first year modules will prepare you for the things to come thereafter, namely, Software Engineering and the application project.",truggle maybe a little but as long as your interest is there you will make it through the first year modules will prepare you for the things to come thereafter namely software engineering and the application project
207,SMU Information Systems Interview,angelritez,"Apr 9, 2010","yama****a said:
Struggle, maybe a little, but as long as your interest is there, you will make it through.. The first year modules will prepare you for the things to come thereafter, namely, Software Engineering and the application project.","Ahh thanks, have you been through this course before?Hmm..i guess i should read up on programming in the mean time to get a feel on what it is like.",ahh thanks have you been through this course beforehmmi guess i should read up on programming in the mean time to get a feel on what it is like
208,SMU Information Systems Interview,polarcubs,"Apr 9, 2010", ,"saw this thread after the interview so post a little about it...I think I did okay for first section but was nervous & having a bad headache thus did not present my thoughts across well I feel, done pretty good for last section but flunked the second section completely on an easy question now that I think again about it. Is the second section the most important factor? want to know my chances... I also carelessly wrote the wrong email on the form... (not the email I registered for the application).. & how long does it usually take to know the result? Even if reject at least know early is good so I can get over my sadness quick & prepare for the next step to take. Good luck to all, be calm .",saw this thread after the interview so post a little about iti think i did okay for first section but was nervous & having a bad headache thus did not present my thoughts across well i feel done pretty good for last section but flunked the second section completely on an easy question now that i think again about it is the second section the most important factor want to know my chances i also carelessly wrote the wrong email on the form (not the email i registered for the application) & how long does it usually take to know the result even if reject at least know early is good so i can get over my sadness quick & prepare for the next step to take good luck to all be calm 
209,SMU Information Systems Interview,csnlamer,"Apr 9, 2010", ,"Erm, What are the questions they ask during the interview? I need to noe becoz I'm going for the interview on the 13th which is next week.. Is it possible those who have interviewed, share their experience? I am really anxious abt the interview. thx!",erm what are the questions they ask during the interview i need to noe becoz i'm going for the interview on the 13th which is next week is it possible those who have interviewed share their experience i am really anxious abt the interview thx
210,SMU Information Systems Interview,scouter,"Apr 9, 2010", ,"seeing this thread makes me reminiscence the exact feeling I had when I went for interview last year(am currently in SMU). I do agree that the interview is the crucial factor in entering this course and one thing I really can advice you people is to just be yourself and be sincere. Go through the process properly, listen out for their instructions and questions, you should be fine.... Also for some question which I often heard:
""Will JC students struggle as they are without background in programming ??""  from my personal experience, I can safely say ""NO""(but that's dependent on that individual's willingness to learn).
I came from poly background and though I had programming as a basis, I feel like I am learning most things over again in here while seeing those JC students doing way better than myself.
But don't take this as high hopes because once you entered SMU, there's more challenges for you to face and it all boils down to that individuals attitude, time management etc... with that, I wish all those still having interview all the best !","seeing this thread makes me reminiscence the exact feeling i had when i went for interview last year(am currently in smu) i do agree that the interview is the crucial factor in entering this course and one thing i really can advice you people is to just be yourself and be sincere go through the process properly listen out for their instructions and questions you should be fine also for some question which i often heard:
""will jc students struggle as they are without background in programming ""  from my personal experience i can safely say ""no""(but that's dependent on that individual's willingness to learn)
i came from poly background and though i had programming as a basis i feel like i am learning most things over again in here while seeing those jc students doing way better than myself
but don't take this as high hopes because once you entered smu there's more challenges for you to face and it all boils down to that individuals attitude time management etc with that i wish all those still having interview all the best "
211,SMU Information Systems Interview,yamashita,"Apr 9, 2010","angelritez said:
Ahh thanks, have you been through this course before?Hmm..i guess i should read up on programming in the mean time to get a feel on what it is like.","es, if you make it through I will be your senior.",es if you make it through i will be your senior
212,SMU Information Systems Interview,Golden_Fox,"Apr 9, 2010","prelude89 said:
Hmm how about the interviewers, encounter the same one or both oso different?
Did they ask/know you have been interviewed last yr?. OH! so the interviewees in ur grp are mostly poly or jc students?","r both oso different?
Did they ask/know you have been interviewed last yr?. OH! so the interviewees in ur grp are mostly poly or jc students?
Interviewers I met for 3 years are different. I believe they change interviewers every day.. The interviewees, one is JC, 2 poly (including me), the other one, not sure.","r both oso different
did they ask/know you have been interviewed last yr oh so the interviewees in ur grp are mostly poly or jc students
interviewers i met for 3 years are different i believe they change interviewers every day the interviewees one is jc 2 poly (including me) the other one not sure"
213,SMU Information Systems Interview,polarcubs,"Apr 9, 2010", ,"hmm I like to ask 1 more thing, around when will they tell us the result?. do they do the notification by email or by letter? are rejected applicants notified too?",hmm i like to ask 1 more thing around when will they tell us the result do they do the notification by email or by letter are rejected applicants notified too
214,SMU Information Systems Interview,littlelollipopz,"Apr 9, 2010", ,I'm having the interview tmr! So nervous!,i'm having the interview tmr so nervous
215,SMU Information Systems Interview,lgp.rebecca,"Apr 10, 2010","littlelollipopz said:
I'm having the interview tmr! So nervous!",they have interviews on sat? goodluck!! can i check whats your gpa?,they have interviews on sat goodluck can i check whats your gpa
216,SMU Information Systems Interview,Golden_Fox,"Apr 10, 2010","polarcubs said:
hmm I like to ask 1 more thing, around when will they tell us the result?. do they do the notification by email or by letter? are rejected applicants notified too?","Successful ones, can be as early as April and as late as June. Rejected ones, all June.",successful ones can be as early as april and as late as june rejected ones all june
217,SMU Information Systems Interview,polarcubs,"Apr 10, 2010","Golden_Fox said:
Successful ones, can be as early as April and as late as June. Rejected ones, all June.",Ouch... Whole of June oversea excercise ..,ouch whole of june oversea excercise 
218,SMU Information Systems Interview,MarceX,"Apr 10, 2010", ,"went for the interview
it was ok i guess.
hmm. must understand and remember the article well.
personally find the part where you describe about yourself the easiest to talk","went for the interview
it was ok i guess
hmm must understand and remember the article well
personally find the part where you describe about yourself the easiest to talk"
219,SMU Information Systems Interview,littlelollipopz,"Apr 10, 2010", ,"Just came back from the interview... I really dono how to describe the interview, except for ""ok lor""... haha! The interviewers were friendly too! All the best who are going for interview!","just came back from the interview i really dono how to describe the interview except for ""ok lor"" haha the interviewers were friendly too all the best who are going for interview"
220,SMU Information Systems Interview,polarcubs,"Apr 10, 2010","littlelollipopz said:
Just came back from the interview... I really dono how to describe the interview, except for ""ok lor""... haha! The interviewers were friendly too! All the best who are going for interview!","yea but it is also scary that behind the friendly interaction & faces, they are also the people who r gonna play a part in deciding your fate after you left the room :O",yea but it is also scary that behind the friendly interaction & faces they are also the people who r gonna play a part in deciding your fate after you left the room :o
221,SMU Information Systems Interview,prelude89,"Apr 12, 2010","Golden_Fox said:
It's true GPA isn't the deciding factor but the interview is. COP is 3.2, but I was rejected twice, my GPA is 3.5, relevant diploma some more.. Interviewers I met for 3 years are different. I believe they change interviewers every day.. The interviewees, one is JC, 2 poly (including me), the other one, not sure.
Click to expand...","yep gpa met COP oso like no point, so hard to get in somemore is relevant diploma!. I oso very worried about my application =(",yep gpa met cop oso like no point so hard to get in somemore is relevant diploma i oso very worried about my application =(
222,SMU Information Systems Interview,lgp.rebecca,"Apr 12, 2010", ,"sighs, so worrying. It's mid April already but still no calls for interview",sighs so worrying it's mid april already but still no calls for interview
223,SMU Information Systems Interview,random_person,"Apr 12, 2010","lgp.rebecca said:
sighs, so worrying. It's mid April already but still no calls for interview","They only started interviewing a few days back. So I guess, give them some time to call you.. If I am not wrong, they will conduct interviews until June.",they only started interviewing a few days back so i guess give them some time to call you if i am not wrong they will conduct interviews until june
224,SMU Information Systems Interview,prelude89,"Apr 12, 2010","lgp.rebecca said:
sighs, so worrying. It's mid April already but still no calls for interview",yah =( me too! anyone got calls from SMU last week or recently?,yah =( me too anyone got calls from smu last week or recently
225,SMU Information Systems Interview,prelude89,"Apr 12, 2010","random_person said:
They only started interviewing a few days back. So I guess, give them some time to call you.. If I am not wrong, they will conduct interviews until June.",really? a few days back. they called you up already?,really a few days back they called you up already
226,SMU Information Systems Interview,lgp.rebecca,"Apr 12, 2010","random_person said:
They only started interviewing a few days back. So I guess, give them some time to call you.. If I am not wrong, they will conduct interviews until June.",hopefully! cause my gpa not that fantastic also.,hopefully cause my gpa not that fantastic also
227,SMU Information Systems Interview,random_person,"Apr 12, 2010","prelude89 said:
really? a few days back. they called you up already?","Yup, my interview was on 10th of April. They called me on 29th of March. But I have this feeling that I didn't do well. Now I am waiting anxiously for my outcome.",yup my interview was on 10th of april they called me on 29th of march but i have this feeling that i didn't do well now i am waiting anxiously for my outcome
228,SMU Information Systems Interview,Bibby@SG,"Apr 12, 2010","prelude89 said:
yah =( me too! anyone got calls from SMU last week or recently?",mine is on this Thursday. I don't think i can perform well. My lousy English.,mine is on this thursday i don't think i can perform well my lousy english
229,SMU Information Systems Interview,lgp.rebecca,"Apr 12, 2010","Bibby@SG said:
mine is on this Thursday. I don't think i can perform well. My lousy English.",can i ask when did you get the call and whats your gpa. TIA,can i ask when did you get the call and whats your gpa tia
230,SMU Information Systems Interview,weiyang76,"Apr 13, 2010","angelritez said:
Are most students in this course poly or jc? or do you think students in jc without any prior IT background will suffer in this course? though i am quite interested in what this course offers, i am worried that i may struggle too much in programming. Anyway i am scheduled at 13th april, 12.05 pm.","Apparently, if you put in effort, i'm sure you'll make the mark. Poly students are breezing through, some with difficulty, i would say jc students will have to put in additional effort.. The interviewers don't really change, i'm seeing them going into the rooms again this year.",apparently if you put in effort i'm sure you'll make the mark poly students are breezing through some with difficulty i would say jc students will have to put in additional effort the interviewers don't really change i'm seeing them going into the rooms again this year
231,SMU Information Systems Interview,csnlamer,"Apr 13, 2010", ,"GG!, going to SIS interview later (2.35pm), abit nervous now. I hope later can share my experience with some of you who haven go interview later.",gg going to sis interview later (235pm) abit nervous now i hope later can share my experience with some of you who haven go interview later
232,SMU Information Systems Interview,lgp.rebecca,"Apr 13, 2010","csnlamer said:
GG!, going to SIS interview later (2.35pm), abit nervous now. I hope later can share my experience with some of you who haven go interview later.",good luck,good luck
233,SMU Information Systems Interview,littlelollipopz,"Apr 13, 2010","csnlamer said:
GG!, going to SIS interview later (2.35pm), abit nervous now. I hope later can share my experience with some of you who haven go interview later.","All the best!. random_person said:
Yup, my interview was on 10th of April. They called me on 29th of March. But I have this feeling that I didn't do well. Now I am waiting anxiously for my outcome.. What time was ur interview? Seems like so many ppl having interview on tt day...","all the best random_person said:
yup my interview was on 10th of april they called me on 29th of march but i have this feeling that i didn't do well now i am waiting anxiously for my outcome what time was ur interview seems like so many ppl having interview on tt day"
234,SMU Information Systems Interview,LadyEmerald,"Apr 13, 2010", ,"Hi,
If anyone received the acceptance letter, please feel free to share. I'm also anxiously waiting for my outcome.","hi
if anyone received the acceptance letter please feel free to share i'm also anxiously waiting for my outcome"
235,SMU Information Systems Interview,random_person,"Apr 13, 2010","littlelollipopz said:
What time was ur interview? Seems like so many ppl having interview on tt day...",Aiyah I don't wanna expose myself.. It was in the afternoon after 12. That's all I can say. Haha,aiyah i don't wanna expose myself it was in the afternoon after 12 that's all i can say haha
236,SMU Information Systems Interview,littlelollipopz,"Apr 13, 2010","random_person said:
Aiyah I don't wanna expose myself.. It was in the afternoon after 12. That's all I can say. Haha",isit between 2 to 6pm?,isit between 2 to 6pm
237,SMU Information Systems Interview,random_person,"Apr 13, 2010","littlelollipopz said:
isit between 2 to 6pm?","Ok la I will just say..haha. My slot was at 1:20pm. How about yours, if you don't mind saying?",ok la i will just sayhaha my slot was at 1:20pm how about yours if you don't mind saying
238,SMU Information Systems Interview,csnlamer,"Apr 14, 2010", ,"omg man, I felt like killing myself man. I couldn't rmb the article, estimation part I hope it was OK, and Self intro is So So Ok Ok only..... oh ya my interview is group wan, I heard if it is all male interview most likely would be group from what I heard from the student verfiying the documents.. I feel sad because I think I didn't do well for the interview. Maybe I have to live with it for a while...... Outline of My Interview. Before the Interview
1. Require you fill in your past examples abt your strength ( Rmb to look at SMU for Wat kind of students they are looking for)
2. Read the article Very carefully and rmb it (dun be like me man)(IT firm related, sounds like from some magizine)
3. Verify your documents before u go in ( Make photocopy of everything u sent in for application Including NRIC, Results (O,A or Poly), Special Achievements, Testimonials for backup purposes). Four Main parts of the Interview
1. Article Summary and Analysis
2. Local Context Estimation Question
3. Self Intro Question will be asked
4. Q&A session","omg man i felt like killing myself man i couldn't rmb the article estimation part i hope it was ok and self intro is so so ok ok only oh ya my interview is group wan i heard if it is all male interview most likely would be group from what i heard from the student verfiying the documents i feel sad because i think i didn't do well for the interview maybe i have to live with it for a while outline of my interview before the interview
1 require you fill in your past examples abt your strength ( rmb to look at smu for wat kind of students they are looking for)
2 read the article very carefully and rmb it (dun be like me man)(it firm related sounds like from some magizine)
3 verify your documents before u go in ( make photocopy of everything u sent in for application including nric results (oa or poly) special achievements testimonials for backup purposes) four main parts of the interview
1 article summary and analysis
2 local context estimation question
3 self intro question will be asked
4 q&a session"
239,SMU Information Systems Interview,littlelollipopz,"Apr 14, 2010","random_person said:
Ok la I will just say..haha. My slot was at 1:20pm. How about yours, if you don't mind saying?",oh im not in ur slot... mine wad b4 6pm...,oh im not in ur slot mine wad b4 6pm
240,SMU Information Systems Interview,lgp.rebecca,"Apr 16, 2010","csnlamer said:
omg man, I felt like killing myself man. I couldn't rmb the article, estimation part I hope it was OK, and Self intro is So So Ok Ok only..... oh ya my interview is group wan, I heard if it is all male interview most likely would be group from what I heard from the student verfiying the documents.. I feel sad because I think I didn't do well for the interview. Maybe I have to live with it for a while...... Outline of My Interview. Before the Interview
1. Require you fill in your past examples abt your strength ( Rmb to look at SMU for Wat kind of students they are looking for)
2. Read the article Very carefully and rmb it (dun be like me man)(IT firm related, sounds like from some magizine)
3. Verify your documents before u go in ( Make photocopy of everything u sent in for application Including NRIC, Results (O,A or Poly), Special Achievements, Testimonials for backup purposes). Four Main parts of the Interview
1. Article Summary and Analysis
2. Local Context Estimation Question
3. Self Intro Question will be asked
4. Q&A session
Click to expand...",thats a very detail one. Mind sharing your GPA? and when were you called up to go for interview. Thanks,thats a very detail one mind sharing your gpa and when were you called up to go for interview thanks
241,SMU Information Systems Interview,xiaoicy89,"Apr 17, 2010", ,anyone got calls from SMU recently?,anyone got calls from smu recently
242,SMU Information Systems Interview,ytrewq,"Apr 17, 2010", ,"Hey guys, must all shortlisted interviewees photocopy their documents during their interview day or is it just for certain courses like ISM? Cos for my Social sciences interview, they did nto ask me to photocopy anything. Did i do anything wrong?",hey guys must all shortlisted interviewees photocopy their documents during their interview day or is it just for certain courses like ism cos for my social sciences interview they did nto ask me to photocopy anything did i do anything wrong
243,SMU Information Systems Interview,lgp.rebecca,"Apr 17, 2010","xiaoicy89 said:
anyone got calls from SMU recently?",you also waiting for calls?,you also waiting for calls
244,SMU Information Systems Interview,xiaoicy89,"Apr 17, 2010","lgp.rebecca said:
you also waiting for calls?",yup. hw abt u?,yup hw abt u
245,SMU Information Systems Interview,lgp.rebecca,"Apr 18, 2010","xiaoicy89 said:
yup. hw abt u?","Yeay, me too. whats your gpa?",yeay me too whats your gpa
246,SMU Information Systems Interview,Amancia,"Apr 18, 2010", ,"I am also waiting for a call from SMU. I applied for ISM a day before the deadline, and have a feeling that they might consider my application next year instead.",i am also waiting for a call from smu i applied for ism a day before the deadline and have a feeling that they might consider my application next year instead
247,SMU Information Systems Interview,MarceX,"Apr 18, 2010", ,8th april acceptance has already started :O,8th april acceptance has already started :o
248,SMU Information Systems Interview,littlelollipopz,"Apr 18, 2010","MarceX said:
8th april acceptance has already started :O","ur accepted alr? After reading the modules, I'm starting to be afraid of that course.. haha...",ur accepted alr after reading the modules i'm starting to be afraid of that course haha
249,SMU Information Systems Interview,MarceX,"Apr 19, 2010","littlelollipopz said:
ur accepted alr? After reading the modules, I'm starting to be afraid of that course.. haha...",et to receive acceptance. you?,et to receive acceptance you
250,SMU Information Systems Interview,hoyhey,"Apr 19, 2010", ,"Good luck for all going for interview. I see you all worry about the interview but my recommendation is just be natural and confident; prepare for the article and read(briefly) about course and see how you can apply in real world   even it's wrong it is still fine as long as it sounds logical. English is not a determining factor(it's still impt) cos having a great idea and initiative are even more impt. that should be all =). From year 2 student SIS just finished exams LOL
Now worry cannot find internship...damn =(","good luck for all going for interview i see you all worry about the interview but my recommendation is just be natural and confident; prepare for the article and read(briefly) about course and see how you can apply in real world   even it's wrong it is still fine as long as it sounds logical english is not a determining factor(it's still impt) cos having a great idea and initiative are even more impt that should be all =) from year 2 student sis just finished exams lol
now worry cannot find internshipdamn =("
251,SMU Information Systems Interview,lgp.rebecca,"Apr 19, 2010","Amancia said:
I am also waiting for a call from SMU. I applied for ISM a day before the deadline, and have a feeling that they might consider my application next year instead.","i dont think they will.
Anyone going for interview this week or got calls recently?","i dont think they will
anyone going for interview this week or got calls recently"
252,SMU Information Systems Interview,Bibby@SG,"Apr 20, 2010","hoyhey said:
Good luck for all going for interview. I see you all worry about the interview but my recommendation is just be natural and confident; prepare for the article and read(briefly) about course and see how you can apply in real world   even it's wrong it is still fine as long as it sounds logical. English is not a determining factor(it's still impt) cos having a great idea and initiative are even more impt. that should be all =). From year 2 student SIS just finished exams LOL
Now worry cannot find internship...damn =(
Click to expand...","after the first section, the first question asked was how long u have been in SG ?",after the first section the first question asked was how long u have been in sg 
253,SMU Information Systems Interview,prelude89,"Apr 22, 2010","lgp.rebecca said:
i dont think they will.
Anyone going for interview this week or got calls recently?","nobody receive calls recently? anyway, the interview period is until mid may?",nobody receive calls recently anyway the interview period is until mid may
254,SMU Information Systems Interview,lgp.rebecca,"Apr 22, 2010","prelude89 said:
nobody receive calls recently? anyway, the interview period is until mid may?","Yeay, till mid may the notifiction for interview.",yeay till mid may the notifiction for interview
255,SMU Information Systems Interview,prelude89,"Apr 22, 2010","lgp.rebecca said:
Yeay, till mid may the notifiction for interview.","gosh, till mid may. It's going to b end of april alrd =(",gosh till mid may it's going to b end of april alrd =(
256,SMU Information Systems Interview,lgp.rebecca,"Apr 22, 2010","prelude89 said:
gosh, till mid may. It's going to b end of april alrd =(",Yup that's why. Feel so hopeless already. I saw at the SMU admission facebook someone gotten call yesterday for the interview . but i do not know is from poly/jc .,yup that's why feel so hopeless already i saw at the smu admission facebook someone gotten call yesterday for the interview  but i do not know is from poly/jc 
257,SMU Information Systems Interview,prelude89,"Apr 22, 2010","lgp.rebecca said:
Yup that's why. Feel so hopeless already. I saw at the SMU admission facebook someone gotten call yesterday for the interview . but i do not know is from poly/jc .","gosh =/ ytd? Oh no, if they dun call soon then i tink like no chance? u were called up for interview last wk as well?",gosh =/ ytd oh no if they dun call soon then i tink like no chance u were called up for interview last wk as well
258,SMU Information Systems Interview,lgp.rebecca,"Apr 22, 2010","prelude89 said:
gosh =/ ytd? Oh no, if they dun call soon then i tink like no chance? u were called up for interview last wk as well?","no leh, i dont have any calls . My GPA worst then you leeh.",no leh i dont have any calls  my gpa worst then you leeh
259,SMU Information Systems Interview,xiaoicy89,"Apr 22, 2010","lgp.rebecca said:
Yeay, me too. whats your gpa?","3.39 u? dunnoe they gt raise their gpa ma, so long they still nvr call us",339 u dunnoe they gt raise their gpa ma so long they still nvr call us
260,SMU Information Systems Interview,lgp.rebecca,"Apr 22, 2010","xiaoicy89 said:
3.39 u? dunnoe they gt raise their gpa ma, so long they still nvr call us","3.32 I hope they dont raise. iirc, the 10th percentile is 3.23.
I hope they will call us soon~","332 i hope they dont raise iirc the 10th percentile is 323
i hope they will call us soon~"
261,SMU Information Systems Interview,Amancia,"Apr 22, 2010", ,SMU is unable to control that. The IGP for the year is dependent on the cohort's performance. Academic inflation or deflation occurs frequently.,smu is unable to control that the igp for the year is dependent on the cohort's performance academic inflation or deflation occurs frequently
262,SMU Information Systems Interview,pika_hippo,"Apr 22, 2010", ,when will smu send out acceptance letters?,when will smu send out acceptance letters
263,SMU Information Systems Interview,dker333,"Apr 22, 2010", ,"Just curious, are interviews compulsory for all shortlisted candidates applying to smu, be it from JC or poly?",just curious are interviews compulsory for all shortlisted candidates applying to smu be it from jc or poly
264,SMU Information Systems Interview,xiaoicy89,"Apr 22, 2010","lgp.rebecca said:
3.32 I hope they dont raise. iirc, the 10th percentile is 3.23.
I hope they will call us soon~","Ya lor, but standard like every yr go up. Do let me know if they call you",ya lor but standard like every yr go up do let me know if they call you
265,SMU Information Systems Interview,xiaoicy89,"Apr 22, 2010","dker333 said:
Just curious, are interviews compulsory for all shortlisted candidates applying to smu, be it from JC or poly?","Yup, if nvr go interview means ur chance is gone",yup if nvr go interview means ur chance is gone
266,SMU Information Systems Interview,lgp.rebecca,"Apr 23, 2010","xiaoicy89 said:
Ya lor, but standard like every yr go up. Do let me know if they call you","I hope even if they incline we are still in the range .
sure , no problem! Let me know if you receive calls too","i hope even if they incline we are still in the range 
sure  no problem let me know if you receive calls too"
267,SMU Information Systems Interview,prelude89,"Apr 23, 2010","lgp.rebecca said:
I hope even if they incline we are still in the range .
sure , no problem! Let me know if you receive calls too","Do let me noe when u all receive calls as well can?
Thanks!. anyone got call up smu to ask?","do let me noe when u all receive calls as well can
thanks anyone got call up smu to ask"
268,SMU Information Systems Interview,xiaoicy89,"Apr 23, 2010","lgp.rebecca said:
I hope even if they incline we are still in the range .
sure , no problem! Let me know if you receive calls too","ya lor, but econs gpa went up fr 3.38 in 2008 to 3.5 in 2009, so anytin can happen. Pray hard tat tis course gpa dun went up.. Ok. Did u all apply other local unis?",ya lor but econs gpa went up fr 338 in 2008 to 35 in 2009 so anytin can happen pray hard tat tis course gpa dun went up ok did u all apply other local unis
269,SMU Information Systems Interview,lgp.rebecca,"Apr 23, 2010","prelude89 said:
Do let me noe when u all receive calls as well can?
Thanks!. anyone got call up smu to ask?","Yes sure, do inform us too. heeh",yes sure do inform us too heeh
270,SMU Information Systems Interview,lgp.rebecca,"Apr 23, 2010","xiaoicy89 said:
ya lor, but econs gpa went up fr 3.38 in 2008 to 3.5 in 2009, so anytin can happen. Pray hard tat tis course gpa dun went up.. Ok. Did u all apply other local unis?",Yup pray hard that they dont go up luh. yup ntu and nus luh.,yup pray hard that they dont go up luh yup ntu and nus luh
271,SMU Information Systems Interview,direbmem,"Apr 23, 2010", ,now this course should be super hot after it reported the highest salaries for last batch of local grads....,now this course should be super hot after it reported the highest salaries for last batch of local grads
